"Content ID","Content Type",Category,"Reaction Type",Score,agg_score
6b2db46f-f733-4b56-af09-0ed7bb232ed4,audio,animals,adore,72,74965
6b2db46f-f733-4b56-af09-0ed7bb232ed4,audio,animals,adore,72,74965
6b2db46f-f733-4b56-af09-0ed7bb232ed4,audio,animals,peeking,35,74965
6b2db46f-f733-4b56-af09-0ed7bb232ed4,audio,animals,peeking,35,74965
daeddfcc-c030-4674-8317-56a23ab81799,audio,animals,dislike,10,74965
daeddfcc-c030-4674-8317-56a23ab81799,audio,animals,dislike,10,74965
1b7d1f70-21dd-483b-b395-e15f4c2368f1,photo,animals,cherish,70,74965
1b7d1f70-21dd-483b-b395-e15f4c2368f1,photo,animals,interested,30,74965
1b7d1f70-21dd-483b-b395-e15f4c2368f1,photo,animals,intrigued,45,74965
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,intrigued,45,74965
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,intrigued,45,74965
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,interested,30,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,5,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,5,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,5,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,peeking,35,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,5,74965
89cb4504-fccd-40f4-945e-410f74ee4735,photo,animals,want,70,74965
89cb4504-fccd-40f4-945e-410f74ee4735,photo,animals,want,70,74965
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,peeking,35,74965
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,scared,15,74965
daeddfcc-c030-4674-8317-56a23ab81799,audio,animals,dislike,10,74965
18cb1ce7-fb66-4a56-8042-e38c9593ade1,photo,animals,disgust,0,74965
b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,dislike,10,74965
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,scared,15,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,love,65,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,interested,30,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,interested,30,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,0,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,0,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,0,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,0,74965
72167d71-578d-428f-af6d-5a8a92e677af,photo,animals,love,65,74965
72167d71-578d-428f-af6d-5a8a92e677af,photo,animals,adore,72,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,0,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,dislike,10,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,disgust,0,74965
972b6e82-421f-43f6-905c-2168933de18f,video,animals,peeking,35,74965
972b6e82-421f-43f6-905c-2168933de18f,video,animals,peeking,35,74965
972b6e82-421f-43f6-905c-2168933de18f,video,animals,indifferent,20,74965
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,video,animals,adore,72,74965
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,video,animals,hate,5,74965
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,video,animals,indifferent,20,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,love,65,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,love,65,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,love,65,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,dislike,10,74965
595037a5-5e9a-42f6-8f50-a55827dc41ac,video,animals,heart,60,74965
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,video,animals,want,70,74965
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,video,animals,scared,15,74965
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,video,animals,want,70,74965
b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,"super love",75,74965
b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,cherish,70,74965
b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,dislike,10,74965
b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,"super love",75,74965
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,video,animals,like,50,74965
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,video,animals,peeking,35,74965
c24f4499-faae-4ff0-baf1-4be6a9061aa1,audio,animals,disgust,0,74965
c24f4499-faae-4ff0-baf1-4be6a9061aa1,audio,animals,indifferent,20,74965
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,photo,animals,disgust,0,74965
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,photo,animals,disgust,0,74965
1f0ed2b8-8531-416f-b694-a40a63f378a0,photo,animals,intrigued,45,74965
1f0ed2b8-8531-416f-b694-a40a63f378a0,photo,animals,intrigued,45,74965
c0ea9b69-639e-42fe-8aa5-67f46036a17c,photo,animals,intrigued,45,74965
c0ea9b69-639e-42fe-8aa5-67f46036a17c,photo,animals,adore,72,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,hate,5,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,heart,60,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,heart,60,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,love,65,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,hate,5,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,heart,60,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,hate,5,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,heart,60,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,heart,60,74965
b9ff65d6-b79a-4f9b-8745-10088ddf9934,video,animals,intrigued,45,74965
b9ff65d6-b79a-4f9b-8745-10088ddf9934,video,animals,disgust,0,74965
b9ff65d6-b79a-4f9b-8745-10088ddf9934,video,animals,disgust,0,74965
b9ff65d6-b79a-4f9b-8745-10088ddf9934,video,animals,disgust,0,74965
b9ff65d6-b79a-4f9b-8745-10088ddf9934,video,animals,cherish,70,74965
b9ff65d6-b79a-4f9b-8745-10088ddf9934,video,animals,disgust,0,74965
b9ff65d6-b79a-4f9b-8745-10088ddf9934,video,animals,intrigued,45,74965
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,audio,animals,intrigued,45,74965
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,audio,animals,disgust,0,74965
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,audio,animals,disgust,0,74965
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,audio,animals,intrigued,45,74965
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,audio,animals,intrigued,45,74965
a4f6b4c2-36bd-4232-bef8-66577a601163,photo,animals,love,65,74965
a4f6b4c2-36bd-4232-bef8-66577a601163,photo,animals,love,65,74965
a4f6b4c2-36bd-4232-bef8-66577a601163,photo,animals,love,65,74965
a4f6b4c2-36bd-4232-bef8-66577a601163,photo,animals,love,65,74965
a4f6b4c2-36bd-4232-bef8-66577a601163,photo,animals,love,65,74965
2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,cherish,70,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,dislike,10,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,peeking,35,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,peeking,35,74965
972b6e82-421f-43f6-905c-2168933de18f,video,animals,heart,60,74965
674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,0,74965
674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,heart,60,74965
674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,heart,60,74965
674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,want,70,74965
674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,0,74965
2ceee25a-8461-4409-ab41-7a72d97d722d,photo,animals,interested,30,74965
972b6e82-421f-43f6-905c-2168933de18f,video,animals,adore,72,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,60,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,scared,15,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,60,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,scared,15,74965
5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,audio,animals,worried,12,74965
5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,audio,animals,hate,5,74965
1f0ed2b8-8531-416f-b694-a40a63f378a0,photo,animals,scared,15,74965
6b2db46f-f733-4b56-af09-0ed7bb232ed4,audio,animals,scared,15,74965
6b2db46f-f733-4b56-af09-0ed7bb232ed4,audio,animals,scared,15,74965
6b2db46f-f733-4b56-af09-0ed7bb232ed4,audio,animals,scared,15,74965
1f0ed2b8-8531-416f-b694-a40a63f378a0,photo,animals,scared,15,74965
1f0ed2b8-8531-416f-b694-a40a63f378a0,photo,animals,scared,15,74965
1f0ed2b8-8531-416f-b694-a40a63f378a0,photo,animals,dislike,10,74965
1f0ed2b8-8531-416f-b694-a40a63f378a0,photo,animals,peeking,35,74965
fe06b730-b1f8-4f55-af1a-52487d8f1ec6,video,animals,cherish,70,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,cherish,70,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,cherish,70,74965
990ad477-b9eb-4ea6-9ec8-3f941f53b758,audio,animals,want,70,74965
990ad477-b9eb-4ea6-9ec8-3f941f53b758,audio,animals,want,70,74965
990ad477-b9eb-4ea6-9ec8-3f941f53b758,audio,animals,want,70,74965
1f0ed2b8-8531-416f-b694-a40a63f378a0,photo,animals,"super love",75,74965
1f0ed2b8-8531-416f-b694-a40a63f378a0,photo,animals,scared,15,74965
5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,audio,animals,hate,5,74965
5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,audio,animals,worried,12,74965
72167d71-578d-428f-af6d-5a8a92e677af,photo,animals,interested,30,74965
72878c11-38cc-4442-bc81-7eeef47c531c,GIF,animals,scared,15,74965
72878c11-38cc-4442-bc81-7eeef47c531c,GIF,animals,scared,15,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,cherish,70,74965
fe06b730-b1f8-4f55-af1a-52487d8f1ec6,video,animals,cherish,70,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,hate,5,74965
72167d71-578d-428f-af6d-5a8a92e677af,photo,animals,interested,30,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,disgust,0,74965
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,video,animals,indifferent,20,74965
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,video,animals,cherish,70,74965
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,video,animals,disgust,0,74965
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,video,animals,hate,5,74965
ef619e47-1e88-4e0f-8d91-590cd9ecc137,photo,animals,adore,72,74965
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,audio,animals,scared,15,74965
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,video,animals,hate,5,74965
72167d71-578d-428f-af6d-5a8a92e677af,photo,animals,interested,30,74965
a861f7e7-b2f5-4d86-966c-7503c8faaeca,GIF,animals,worried,12,74965
72167d71-578d-428f-af6d-5a8a92e677af,photo,animals,interested,30,74965
18cb1ce7-fb66-4a56-8042-e38c9593ade1,photo,animals,indifferent,20,74965
18cb1ce7-fb66-4a56-8042-e38c9593ade1,photo,animals,dislike,10,74965
18cb1ce7-fb66-4a56-8042-e38c9593ade1,photo,animals,dislike,10,74965
18cb1ce7-fb66-4a56-8042-e38c9593ade1,photo,animals,dislike,10,74965
18cb1ce7-fb66-4a56-8042-e38c9593ade1,photo,animals,dislike,10,74965
18cb1ce7-fb66-4a56-8042-e38c9593ade1,photo,animals,indifferent,20,74965
a861f7e7-b2f5-4d86-966c-7503c8faaeca,GIF,animals,love,65,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,disgust,0,74965
a861f7e7-b2f5-4d86-966c-7503c8faaeca,GIF,animals,worried,12,74965
a861f7e7-b2f5-4d86-966c-7503c8faaeca,GIF,animals,worried,12,74965
a861f7e7-b2f5-4d86-966c-7503c8faaeca,GIF,animals,love,65,74965
a861f7e7-b2f5-4d86-966c-7503c8faaeca,GIF,animals,love,65,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,hate,5,74965
0c6e8e2a-7692-4490-b545-f76b0d06697a,photo,animals,cherish,70,74965
273cb565-8c43-428e-bd2b-46ae0c2ae046,GIF,animals,love,65,74965
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,video,animals,love,65,74965
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,video,animals,dislike,10,74965
f6c9e663-620c-4d18-9494-7eea83fbf4b7,audio,animals,cherish,70,74965
972b6e82-421f-43f6-905c-2168933de18f,video,animals,adore,72,74965
595037a5-5e9a-42f6-8f50-a55827dc41ac,video,animals,worried,12,74965
84a81261-6334-4ba5-978d-26a45d28a44f,audio,animals,like,50,74965
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,video,animals,scared,15,74965
f6c9e663-620c-4d18-9494-7eea83fbf4b7,audio,animals,dislike,10,74965
89cf06bc-e921-4cfd-bd16-d071757d90a2,video,animals,want,70,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,60,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,60,74965
a861f7e7-b2f5-4d86-966c-7503c8faaeca,GIF,animals,worried,12,74965
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,video,animals,"super love",75,74965
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,video,animals,scared,15,74965
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,video,animals,worried,12,74965
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,hate,5,74965
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,adore,72,74965
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,hate,5,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,60,74965
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,photo,animals,indifferent,20,74965
fe06b730-b1f8-4f55-af1a-52487d8f1ec6,video,animals,cherish,70,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,60,74965
fe06b730-b1f8-4f55-af1a-52487d8f1ec6,video,animals,cherish,70,74965
fe06b730-b1f8-4f55-af1a-52487d8f1ec6,video,animals,dislike,10,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,want,70,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,12,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,12,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,12,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,60,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,60,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,60,74965
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,12,74965
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,photo,animals,heart,60,74965
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,video,animals,worried,12,74965
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,video,animals,"super love",75,74965
84a81261-6334-4ba5-978d-26a45d28a44f,audio,animals,dislike,10,74965
84a81261-6334-4ba5-978d-26a45d28a44f,audio,animals,dislike,10,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,interested,30,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,interested,30,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,interested,30,74965
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,photo,animals,interested,30,74965
fe06b730-b1f8-4f55-af1a-52487d8f1ec6,video,animals,peeking,35,74965
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,video,animals,dislike,10,74965
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,video,animals,love,65,74965
fe06b730-b1f8-4f55-af1a-52487d8f1ec6,video,animals,intrigued,45,74965
b9ff65d6-b79a-4f9b-8745-10088ddf9934,video,animals,like,50,74965
84a81261-6334-4ba5-978d-26a45d28a44f,audio,animals,like,50,74965
fe06b730-b1f8-4f55-af1a-52487d8f1ec6,video,animals,peeking,35,74965
88cbf75c-79f0-42cb-8733-af670f39d6e0,audio,animals,"super love",75,74965
909cbb46-9789-4e9d-9148-890e5c44a9e2,audio,animals,hate,5,74965
909cbb46-9789-4e9d-9148-890e5c44a9e2,audio,animals,hate,5,74965
909cbb46-9789-4e9d-9148-890e5c44a9e2,audio,animals,hate,5,74965
909cbb46-9789-4e9d-9148-890e5c44a9e2,audio,animals,adore,72,74965
88cbf75c-79f0-42cb-8733-af670f39d6e0,audio,animals,adore,72,74965
88cbf75c-79f0-42cb-8733-af670f39d6e0,audio,animals,"super love",75,74965
88cbf75c-79f0-42cb-8733-af670f39d6e0,audio,animals,adore,72,74965
88cbf75c-79f0-42cb-8733-af670f39d6e0,audio,animals,"super love",75,74965
a4f6b4c2-36bd-4232-bef8-66577a601163,photo,animals,scared,15,74965
a4f6b4c2-36bd-4232-bef8-66577a601163,photo,animals,scared,15,74965
909cbb46-9789-4e9d-9148-890e5c44a9e2,audio,animals,worried,12,74965
84a81261-6334-4ba5-978d-26a45d28a44f,audio,animals,dislike,10,74965
aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,photo,animals,dislike,10,74965
aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,photo,animals,hate,5,74965
a4f6b4c2-36bd-4232-bef8-66577a601163,photo,animals,scared,15,74965
